Transformed Features and CoefficientsPunak: degree=10, λ=10000.0                                                  Feature  Coefficient
191                                  Room^6 Has_Warehouse    -0.000000
192                                   Room^6 Has_Elevator     0.000000
193                      Room^5 Has_Parking Has_Warehouse     0.000000
194                       Room^5 Has_Parking Has_Elevator    -0.000000
195                     Room^5 Has_Warehouse Has_Elevator    -0.000000
196         Room^4 Has_Parking Has_Warehouse Has_Elevator     0.000000
197                                                Area^8     0.029602
198                                           Area^7 Room     0.283878
199                                    Area^7 Has_Parking     0.000000
200                                  Area^7 Has_Warehouse     0.076701
201                                   Area^7 Has_Elevator     0.000000
202                                         Area^6 Room^2     0.188891
203                               Area^6 Room Has_Parking     0.000000
204                             Area^6 Room Has_Warehouse     0.000000
205                              Area^6 Room Has_Elevator     0.000000
206                      Area^6 Has_Parking Has_Warehouse     0.000000
207                       Area^6 Has_Parking Has_Elevator     0.000000
208                     Area^6 Has_Warehouse Has_Elevator     0.000000
209                                         Area^5 Room^3     0.000000
210                             Area^5 Room^2 Has_Parking     0.000000
211                           Area^5 Room^2 Has_Warehouse     0.000000
212                            Area^5 Room^2 Has_Elevator     0.000000
213                 Area^5 Room Has_Parking Has_Warehouse     0.000000
214                  Area^5 Room Has_Parking Has_Elevator     0.000000
215                Area^5 Room Has_Warehouse Has_Elevator     0.000000
216         Area^5 Has_Parking Has_Warehouse Has_Elevator     0.000000
217                                         Area^4 Room^4     0.000000
218                             Area^4 Room^3 Has_Parking     0.000000
219                           Area^4 Room^3 Has_Warehouse     0.000000
220                            Area^4 Room^3 Has_Elevator     0.000000
221               Area^4 Room^2 Has_Parking Has_Warehouse     0.000000
222                Area^4 Room^2 Has_Parking Has_Elevator     0.000000
223              Area^4 Room^2 Has_Warehouse Has_Elevator     0.000000
224    Area^4 Room Has_Parking Has_Warehouse Has_Elevator     0.000000
225                                         Area^3 Room^5     0.000000
226                             Area^3 Room^4 Has_Parking     0.000000
227                           Area^3 Room^4 Has_Warehouse     0.000000
228                            Area^3 Room^4 Has_Elevator     0.000000
229               Area^3 Room^3 Has_Parking Has_Warehouse     0.000000
230                Area^3 Room^3 Has_Parking Has_Elevator     0.000000
231              Area^3 Room^3 Has_Warehouse Has_Elevator     0.000000
232  Area^3 Room^2 Has_Parking Has_Warehouse Has_Elevator     0.000000
233                                         Area^2 Room^6    -0.000000
234                             Area^2 Room^5 Has_Parking     0.000000
235                           Area^2 Room^5 Has_Warehouse     0.000000
236                            Area^2 Room^5 Has_Elevator     0.000000
237               Area^2 Room^4 Has_Parking Has_Warehouse    -0.000000
238                Area^2 Room^4 Has_Parking Has_Elevator     0.000000
239              Area^2 Room^4 Has_Warehouse Has_Elevator     0.000000
240  Area^2 Room^3 Has_Parking Has_Warehouse Has_Elevator    -0.000000
241                                           Area Room^7    -0.000000
242                               Area Room^6 Has_Parking     0.000000
243                             Area Room^6 Has_Warehouse     0.000000
244                              Area Room^6 Has_Elevator    -0.000000
245                 Area Room^5 Has_Parking Has_Warehouse    -0.000000
246                  Area Room^5 Has_Parking Has_Elevator     0.000000
247                Area Room^5 Has_Warehouse Has_Elevator     0.000000
248    Area Room^4 Has_Parking Has_Warehouse Has_Elevator    -0.000000
249                                                Room^8    -0.000000
250                                    Room^7 Has_Parking     0.000000
251                                  Room^7 Has_Warehouse     0.000000
252                                   Room^7 Has_Elevator    -0.000000
253                      Room^6 Has_Parking Has_Warehouse    -0.000000
254                       Room^6 Has_Parking Has_Elevator     0.000000
255                     Room^6 Has_Warehouse Has_Elevator     0.000000
256         Room^5 Has_Parking Has_Warehouse Has_Elevator    -0.000000
257                                                Area^9     0.008539
258                                           Area^8 Room     0.000000
259                                    Area^8 Has_Parking     0.000000
260                                  Area^8 Has_Warehouse     0.000000
261                                   Area^8 Has_Elevator     0.000000
262                                         Area^7 Room^2     0.769366
263                               Area^7 Room Has_Parking     0.000000
264                             Area^7 Room Has_Warehouse     0.000000
265                              Area^7 Room Has_Elevator     0.000000
266                      Area^7 Has_Parking Has_Warehouse     0.000000
267                       Area^7 Has_Parking Has_Elevator     0.000000
268                     Area^7 Has_Warehouse Has_Elevator     0.000000
269                                         Area^6 Room^3     2.758631
270                             Area^6 Room^2 Has_Parking     0.000000
271                           Area^6 Room^2 Has_Warehouse     0.000000
272                            Area^6 Room^2 Has_Elevator     0.000000
273                 Area^6 Room Has_Parking Has_Warehouse     0.000000
274                  Area^6 Room Has_Parking Has_Elevator     0.000000
275                Area^6 Room Has_Warehouse Has_Elevator     0.000000
276         Area^6 Has_Parking Has_Warehouse Has_Elevator     0.000000
277                                         Area^5 Room^4     5.279882
278                             Area^5 Room^3 Has_Parking     0.000000
279                           Area^5 Room^3 Has_Warehouse     0.000000
280                            Area^5 Room^3 Has_Elevator     0.000000
281               Area^5 Room^2 Has_Parking Has_Warehouse     0.000000
282                Area^5 Room^2 Has_Parking Has_Elevator     0.000000
283              Area^5 Room^2 Has_Warehouse Has_Elevator     0.000000
284    Area^5 Room Has_Parking Has_Warehouse Has_Elevator     0.000000
285                                         Area^4 Room^5     8.048888
286                             Area^4 Room^4 Has_Parking     0.000000
287                           Area^4 Room^4 Has_Warehouse     0.000000
288                            Area^4 Room^4 Has_Elevator     0.000000
289               Area^4 Room^3 Has_Parking Has_Warehouse     0.000000
290                Area^4 Room^3 Has_Parking Has_Elevator     0.000000
291              Area^4 Room^3 Has_Warehouse Has_Elevator     0.000000
292  Area^4 Room^2 Has_Parking Has_Warehouse Has_Elevator     0.000000
293                                         Area^3 Room^6     3.464713
294                             Area^3 Room^5 Has_Parking     0.000000
295                           Area^3 Room^5 Has_Warehouse     0.000000
296                            Area^3 Room^5 Has_Elevator     0.000000
297               Area^3 Room^4 Has_Parking Has_Warehouse     0.000000
298                Area^3 Room^4 Has_Parking Has_Elevator     0.000000
299              Area^3 Room^4 Has_Warehouse Has_Elevator     0.000000
300  Area^3 Room^3 Has_Parking Has_Warehouse Has_Elevator     0.000000
301                                         Area^2 Room^7    37.636626
302                             Area^2 Room^6 Has_Parking    -0.000000
303                           Area^2 Room^6 Has_Warehouse    -0.000000
304                            Area^2 Room^6 Has_Elevator     0.000000
305               Area^2 Room^5 Has_Parking Has_Warehouse     0.000000
306                Area^2 Room^5 Has_Parking Has_Elevator     0.000000
307              Area^2 Room^5 Has_Warehouse Has_Elevator     0.000000
308  Area^2 Room^4 Has_Parking Has_Warehouse Has_Elevator     0.000000
309                                           Area Room^8   243.137555
310                               Area Room^7 Has_Parking    -0.000000
311                             Area Room^7 Has_Warehouse    -0.000000
312                              Area Room^7 Has_Elevator     0.000000
313                 Area Room^6 Has_Parking Has_Warehouse     0.000000
314                  Area Room^6 Has_Parking Has_Elevator    -0.000000
315                Area Room^6 Has_Warehouse Has_Elevator    -0.000000
316    Area Room^5 Has_Parking Has_Warehouse Has_Elevator     0.000000
317                                                Room^9   265.524641
318                                    Room^8 Has_Parking    -0.000000
319                                  Room^8 Has_Warehouse    -0.000000
320                                   Room^8 Has_Elevator     0.000000
321                      Room^7 Has_Parking Has_Warehouse     0.000000
322                       Room^7 Has_Parking Has_Elevator    -0.000000
323                     Room^7 Has_Warehouse Has_Elevator    -0.000000
324         Room^6 Has_Parking Has_Warehouse Has_Elevator     0.000000
325                                               Area^10    -0.722880
326                                           Area^9 Room    -0.095134
327                                    Area^9 Has_Parking    -0.000000
328                                  Area^9 Has_Warehouse    -0.000000
329                                   Area^9 Has_Elevator    -0.000000
330                                         Area^8 Room^2     0.000000
331                               Area^8 Room Has_Parking     0.000000
332                             Area^8 Room Has_Warehouse     0.000000
333                              Area^8 Room Has_Elevator     0.000000
334                      Area^8 Has_Parking Has_Warehouse     0.000000
335                       Area^8 Has_Parking Has_Elevator     0.000000
336                     Area^8 Has_Warehouse Has_Elevator     0.000000
337                                         Area^7 Room^3     0.361316
338                             Area^7 Room^2 Has_Parking     0.000000
339                           Area^7 Room^2 Has_Warehouse     0.000000
340                            Area^7 Room^2 Has_Elevator     0.000000
341                 Area^7 Room Has_Parking Has_Warehouse     0.000000
342                  Area^7 Room Has_Parking Has_Elevator     0.000000
343                Area^7 Room Has_Warehouse Has_Elevator     0.000000
344         Area^7 Has_Parking Has_Warehouse Has_Elevator     0.000000
345                                         Area^6 Room^4     1.538839
346                             Area^6 Room^3 Has_Parking     0.000000
347                           Area^6 Room^3 Has_Warehouse     0.000000
348                            Area^6 Room^3 Has_Elevator     0.000000
349               Area^6 Room^2 Has_Parking Has_Warehouse     0.000000
350                Area^6 Room^2 Has_Parking Has_Elevator     0.000000
351              Area^6 Room^2 Has_Warehouse Has_Elevator     0.000000
352    Area^6 Room Has_Parking Has_Warehouse Has_Elevator     0.000000
353                                         Area^5 Room^5     3.261817
354                             Area^5 Room^4 Has_Parking     0.000000
355                           Area^5 Room^4 Has_Warehouse     0.000000
356                            Area^5 Room^4 Has_Elevator     0.000000
357               Area^5 Room^3 Has_Parking Has_Warehouse     0.000000
358                Area^5 Room^3 Has_Parking Has_Elevator     0.000000
359              Area^5 Room^3 Has_Warehouse Has_Elevator     0.000000
360  Area^5 Room^2 Has_Parking Has_Warehouse Has_Elevator     0.000000
361                                         Area^4 Room^6     0.000000
362                             Area^4 Room^5 Has_Parking     0.000000
363                           Area^4 Room^5 Has_Warehouse     0.000000
364                            Area^4 Room^5 Has_Elevator     0.000000
365               Area^4 Room^4 Has_Parking Has_Warehouse     0.000000
366                Area^4 Room^4 Has_Parking Has_Elevator     0.000000
367              Area^4 Room^4 Has_Warehouse Has_Elevator     0.000000
368  Area^4 Room^3 Has_Parking Has_Warehouse Has_Elevator     0.000000
369                                         Area^3 Room^7     0.000000
370                             Area^3 Room^6 Has_Parking     0.000000
371                           Area^3 Room^6 Has_Warehouse     0.000000
372                            Area^3 Room^6 Has_Elevator     0.000000
373               Area^3 Room^5 Has_Parking Has_Warehouse     0.000000
374                Area^3 Room^5 Has_Parking Has_Elevator     0.000000
375              Area^3 Room^5 Has_Warehouse Has_Elevator     0.000000
376  Area^3 Room^4 Has_Parking Has_Warehouse Has_Elevator     0.000000
377                                         Area^2 Room^8    -0.000000
378                             Area^2 Room^7 Has_Parking     0.000000
379                           Area^2 Room^7 Has_Warehouse     0.000000
380                            Area^2 Room^7 Has_Elevator     0.000000
381               Area^2 Room^6 Has_Parking Has_Warehouse    -0.000000
382                Area^2 Room^6 Has_Parking Has_Elevator     0.000000
383              Area^2 Room^6 Has_Warehouse Has_Elevator     0.000000
384  Area^2 Room^5 Has_Parking Has_Warehouse Has_Elevator    -0.000000
385                                           Area Room^9    -0.000000
386                               Area Room^8 Has_Parking     0.000000
387                             Area Room^8 Has_Warehouse     0.000000
388                              Area Room^8 Has_Elevator    -0.000000
389                 Area Room^7 Has_Parking Has_Warehouse    -0.000000
390                  Area Room^7 Has_Parking Has_Elevator     0.000000
391                Area Room^7 Has_Warehouse Has_Elevator     0.000000
392    Area Room^6 Has_Parking Has_Warehouse Has_Elevator    -0.000000
393                                               Room^10  -127.948673
394                                    Room^9 Has_Parking     0.000000
395                                  Room^9 Has_Warehouse   251.335104
396                                   Room^9 Has_Elevator    -0.000000
397                      Room^8 Has_Parking Has_Warehouse    -0.000000
398                       Room^8 Has_Parking Has_Elevator     0.000000
399                     Room^8 Has_Warehouse Has_Elevator     0.000000
400         Room^7 Has_Parking Has_Warehouse Has_Elevator    -0.000000
